,sale_day,customer_score,losses_day,Organization,Responsibility,Conduct,Resource_management,Conflict_management,Contribution,Outcome
379,4565,3,-12,1,1,0,1,1,1,0
380,22,3,-13,1,1,0,1,1,1,1
381,4906,4,-10,1,1,1,1,1,1,0
382,4662,4,-8,1,1,1,1,1,1,0
383,4158,4,-5,1,1,1,1,1,0,0
384,3661,4,-5,1,1,0,1,1,0,0
385,1629,4,-1,1,1,0,1,1,0,1
386,2450,4,0,1,1,0,1,1,1,0
387,550,5,-11,1,1,0,1,1,1,1
388,3491,5,0,1,1,1,1,1,1,0
389,4411,3,0,1,1,1,1,1,1,0
390,44,3,-4,1,1,1,1,1,0,1
391,489,5,-3,1,1,1,1,1,1,1
392,734,3,-12,1,1,1,1,1,0,1
393,4228,5,-5,1,1,0,1,1,1,0
394,3265,3,-14,1,1,1,1,1,0,0
395,3798,5,-12,1,1,1,1,1,0,0
396,3252,4,-3,1,1,0,1,1,0,0
397,2998,4,-1,1,1,1,1,1,0,0
398,112,4,-13,1,1,1,1,1,1,1
399,533,5,-6,1,1,0,1,1,1,1
400,3487,4,-2,1,1,0,1,1,1,0
401,4492,3,-10,1,1,0,1,1,0,0
402,3401,3,-10,1,1,0,1,1,1,0
403,605,4,-6,1,1,1,1,1,0,1
404,4532,5,-15,1,1,0,1,1,0,0
405,3402,4,-3,1,1,1,1,1,0,0
406,2145,5,-10,1,1,1,1,1,0,1
407,3764,5,-14,1,1,1,1,1,0,0
408,1496,3,-6,1,1,0,1,1,1,1
409,601,3,-3,1,1,0,1,1,1,1
410,3689,3,-7,1,1,0,1,1,1,0
411,665,4,-8,1,1,0,1,1,0,1
412,3854,5,-3,1,1,1,1,1,1,0
413,872,3,-14,1,1,0,1,1,1,1
414,1777,4,-9,1,1,0,1,1,1,1
415,1133,5,-10,1,1,0,1,1,1,1
416,3932,4,-6,1,1,0,1,1,1,0
417,3083,3,-4,1,1,0,1,1,0,0
418,1236,3,-2,1,1,1,1,1,1,1
419,2819,4,-15,1,1,1,1,1,1,0
420,3484,5,-4,1,1,0,1,1,0,0
421,1642,3,-15,1,1,1,1,1,0,1
422,4796,3,-7,1,1,1,1,1,1,0
423,1210,4,0,1,1,0,1,1,1,1
424,3523,4,-15,1,1,0,1,1,1,0
425,1832,4,-2,1,1,0,1,1,1,1
426,4519,5,-10,1,1,1,1,1,0,0
427,2073,5,-6,1,1,0,1,1,0,1
428,4570,5,0,1,1,1,1,1,1,0
429,3235,5,0,1,1,1,1,1,0,0
430,2071,4,-11,1,1,0,1,1,1,1
431,1979,4,-14,1,1,1,1,1,0,1
432,4676,5,-4,1,1,1,1,1,1,0
433,70,3,-15,1,1,1,1,1,0,1
434,2594,3,-4,1,1,0,1,1,0,0
435,1388,5,-10,1,1,1,1,1,0,1
436,564,3,-11,1,1,0,1,1,1,1
437,4939,3,-13,1,1,1,1,1,1,0
438,4198,3,-12,1,1,0,1,1,0,0
439,814,5,-10,1,1,0,1,1,1,1
440,4473,5,-4,1,1,1,1,1,1,0
441,2857,4,-8,1,1,0,1,1,1,0
442,2751,5,-1,1,1,1,1,1,1,0
443,3855,5,-7,1,1,1,1,1,1,0
444,2860,5,-3,1,1,1,1,1,0,0
445,4335,3,-7,1,1,0,1,1,0,0
446,3221,5,-12,1,1,1,1,1,1,0
447,884,3,-7,1,1,1,1,1,0,1
448,2386,3,-3,1,1,1,1,1,0,0
449,2680,4,-9,1,1,0,1,1,1,0
450,2197,4,-3,1,1,0,1,1,0,0
451,517,3,-14,1,1,1,1,1,0,1
452,1486,5,-1,1,1,0,1,1,0,1
453,2942,3,-7,1,1,0,1,1,0,0
454,2268,3,-11,1,1,1,1,1,0,0
455,4692,3,-4,1,1,1,1,1,0,0
456,2723,4,-4,1,1,1,1,1,0,0
457,2564,4,-3,1,1,1,1,1,0,0
458,4649,5,0,1,1,0,1,1,1,0
459,1669,5,-2,1,1,0,1,1,1,1
460,4680,3,-12,1,1,1,1,1,1,0
461,3714,4,-12,1,1,0,1,1,0,0
462,4553,5,-15,1,1,0,1,1,1,0
463,33,3,-11,1,1,0,1,1,0,1
464,1484,5,0,1,1,1,1,1,0,1
465,4750,5,-6,1,1,1,1,1,1,0
466,3460,3,0,1,1,1,1,1,0,0
467,526,4,-1,1,1,0,1,1,1,1
468,1031,4,-9,1,1,1,1,1,1,1
469,2691,3,-8,1,1,0,1,1,1,0
470,2368,4,0,1,1,0,1,1,1,0
471,3711,5,-12,1,1,0,1,1,0,0
472,1255,4,-11,1,1,1,1,1,1,1
473,817,3,-11,1,1,1,1,1,1,1
474,2952,4,-6,1,1,1,1,1,0,0
475,868,3,-11,1,1,1,1,1,1,1
476,3836,3,-10,1,1,1,1,1,0,0
477,4109,3,-11,1,1,1,1,1,1,0
478,4000,4,-5,1,1,0,1,1,1,0
479,4133,3,-1,1,1,0,1,1,0,0
480,1436,5,-3,1,1,1,1,1,1,1
481,4782,5,0,1,1,1,1,1,0,0
482,1258,4,-4,1,1,1,1,1,1,1
483,4323,4,0,1,1,1,1,1,1,0
484,4557,4,-6,1,1,0,1,1,0,0
485,4464,3,-6,1,1,0,1,1,1,0
486,4915,3,-10,1,1,1,1,1,0,0
487,4199,3,-9,1,1,1,1,1,1,0
488,1110,3,-4,1,1,0,1,1,0,1
489,706,3,-15,1,1,1,1,1,1,1
490,2786,4,-15,1,1,0,1,1,1,0
491,3073,3,-15,1,1,1,1,1,1,0
492,388,4,-15,1,1,1,1,1,1,1
493,113,4,-9,1,1,0,1,1,0,1
494,1752,5,-6,1,1,1,1,1,0,1
495,3489,5,-10,1,1,1,1,1,0,0
496,1688,3,-6,1,1,1,1,1,1,1
497,1234,3,-12,1,1,1,1,1,1,1
498,461,3,-3,1,1,1,1,1,1,1
499,1520,3,-6,1,1,1,1,1,0,1
500,2538,4,-12,1,1,1,1,1,0,0
501,347,3,-11,1,1,1,1,1,1,1
502,836,4,-12,1,1,1,1,1,0,1
503,2900,3,-13,1,1,0,1,1,0,0
504,3283,3,-6,1,1,0,1,1,0,0
505,3559,4,-5,1,1,1,1,1,0,0
506,3846,5,0,1,1,1,1,1,1,0
507,3028,3,-9,1,1,1,1,1,0,0
508,1578,4,-14,1,1,1,1,1,0,1
509,2485,5,-10,1,1,0,1,1,0,0
510,1557,4,-14,1,1,1,1,1,1,1
511,2991,4,-7,1,1,1,1,1,0,0
512,3901,5,-8,1,1,1,1,1,1,0
513,2042,4,-6,1,1,0,1,1,1,1
514,554,5,-9,1,1,1,1,1,1,1
515,2241,4,-15,1,1,0,1,1,1,0
516,3689,5,-1,1,1,1,1,1,1,0
517,2567,4,-15,1,1,1,1,1,1,0
518,3659,5,-1,1,1,0,1,1,0,0
519,2404,3,-2,1,1,1,1,1,1,0
520,2174,3,-14,1,1,1,1,1,1,0
521,4545,4,-12,1,1,0,1,1,0,0
522,922,4,-1,1,1,1,1,1,0,1
523,4592,3,-2,1,1,1,1,1,1,0
524,118,4,-13,1,1,0,1,1,1,1
525,2767,4,-1,1,1,1,1,1,1,0
526,4484,4,-4,1,1,0,1,1,1,0
527,1255,3,-4,1,1,0,1,1,1,1
528,3652,5,-8,1,1,1,1,1,1,0
529,1331,4,-10,1,1,1,1,1,1,1
530,4878,5,-8,1,1,1,1,1,0,0
531,2271,3,0,1,1,0,1,1,0,0
532,4150,4,-13,1,1,0,1,1,1,0
533,2604,4,-14,1,1,1,1,1,1,0
534,2894,3,-4,1,1,1,1,1,1,0
535,2039,3,-11,1,1,1,1,1,1,1
536,2207,4,-5,1,1,1,1,1,1,0
537,2325,4,0,1,1,1,1,1,0,0
538,4244,3,-9,1,1,1,1,1,0,0
539,3921,3,-10,1,1,0,1,1,1,0
540,1581,4,-6,1,1,1,1,1,0,1
541,1149,5,-9,1,1,1,1,1,1,1
542,1227,3,-13,1,1,0,1,1,0,1
543,4291,3,-14,1,1,0,1,1,1,0
544,1463,3,-9,1,1,1,1,1,1,1
545,153,3,-2,1,1,1,1,1,0,1
546,1729,3,-6,1,1,1,1,1,0,1
547,314,4,-15,1,1,0,1,1,0,1
548,4411,4,-12,1,1,1,1,1,1,0
549,4993,5,-5,1,1,0,1,1,0,0
550,1427,3,-7,1,1,0,1,1,1,1
551,1199,5,-4,1,1,1,1,1,1,1
552,4400,5,-2,1,1,0,1,1,1,0
553,2527,5,-8,1,1,1,1,1,1,0
554,4214,4,-7,1,1,0,1,1,0,0
555,141,4,-10,1,1,1,1,1,0,1
556,3938,4,-3,1,1,1,1,1,1,0
557,1697,5,-14,1,1,1,1,1,1,1
558,4687,5,-4,1,1,0,1,1,0,0
559,4084,4,-7,1,1,0,1,1,0,0
560,4805,4,-7,1,1,1,1,1,1,0
561,4139,3,-4,1,1,1,1,1,0,0
562,2691,3,-12,1,1,1,1,1,0,0
563,3451,4,-8,1,1,1,1,1,1,0
564,194,4,-5,1,1,1,1,1,0,1
565,3406,4,-9,1,1,0,1,1,1,0
566,1009,5,-2,1,1,1,1,1,1,1
567,3006,4,-11,1,1,1,1,1,0,0
568,3726,5,-4,1,1,0,1,1,0,0
569,279,5,-3,1,1,0,1,1,1,1
570,786,4,-7,1,1,1,1,1,1,1
571,3276,4,-5,1,1,0,1,1,0,0
572,3663,3,-9,1,1,1,1,1,0,0
573,3065,3,-5,1,1,0,1,1,1,0
574,2070,5,-5,1,1,0,1,1,0,1
575,3515,3,-9,1,1,0,1,1,0,0
576,358,3,-11,1,1,1,1,1,0,1
577,4905,4,-13,1,1,1,1,1,0,0
578,380,5,-10,1,1,1,1,1,0,1
579,4290,4,-15,1,1,0,1,1,1,0
580,2151,5,-11,1,1,0,1,1,1,1
581,3397,4,-8,1,1,1,1,1,0,0
582,764,3,-13,1,1,0,1,1,0,1
583,3855,5,-12,1,1,1,1,1,0,0
584,325,3,-11,1,1,0,1,1,1,1
585,2206,4,-4,1,1,0,1,1,1,0
586,2746,5,-2,1,1,0,1,1,0,0
587,4382,3,-9,1,1,1,1,1,0,0
588,1116,3,-3,1,1,1,1,1,1,1
589,3594,5,-2,1,1,1,1,1,1,0
590,1009,5,-12,1,1,0,1,1,1,1
591,3341,5,-8,1,1,1,1,1,0,0
592,4327,3,-10,1,1,0,1,1,1,0
593,4300,3,-2,1,1,0,1,1,0,0
594,1032,3,-6,1,1,0,1,1,1,1
595,1128,5,-5,1,1,0,1,1,0,1
596,3833,5,-4,1,1,0,1,1,0,0
597,482,4,-10,1,1,0,1,1,1,1
598,389,3,-2,1,1,0,1,1,0,1
599,2497,4,-9,1,1,0,1,1,1,0
600,1243,5,-6,1,1,0,1,1,1,1
601,1610,5,-7,1,1,1,1,1,0,1
602,2971,4,-9,1,1,1,1,1,1,0
603,916,5,-12,1,1,0,1,1,1,1
604,2236,3,-13,1,1,1,1,1,0,0
605,2570,4,0,1,1,1,1,1,0,0
606,1205,3,-9,1,1,0,1,1,0,1
607,4986,5,-14,1,1,0,1,1,1,0
608,3443,3,-12,1,1,1,1,1,0,0
609,4581,5,-7,1,1,1,1,1,0,0
610,2652,3,-2,1,1,1,1,1,0,0
611,2074,4,-9,1,1,1,1,1,1,1
612,2426,5,-6,1,1,0,1,1,0,0
613,1069,5,-3,1,1,0,1,1,0,1
614,4781,3,-2,1,1,0,1,1,1,0
615,4507,5,-3,1,1,1,1,1,0,0
616,2132,5,-6,1,1,1,1,1,1,1
617,4044,5,-2,1,1,1,1,1,0,0
618,1634,5,-14,1,1,0,1,1,1,1
619,4474,3,-4,1,1,1,1,1,1,0
620,1901,4,-5,1,1,0,1,1,1,1
621,3223,5,-12,1,1,0,1,1,0,0
622,249,4,-7,1,1,0,1,1,1,1
623,3653,4,-15,1,1,1,1,1,1,0
624,1093,4,0,1,1,1,1,1,0,1
625,4746,5,-1,1,1,1,1,1,1,0
626,713,4,-6,1,1,1,1,1,1,1
627,1476,4,0,1,1,0,1,1,0,1
628,1207,5,-1,1,1,1,1,1,0,1
629,4628,3,-3,1,1,1,1,1,1,0
630,2471,4,-8,1,1,0,1,1,0,0
631,2824,5,-14,1,1,0,1,1,0,0
632,2022,3,-14,1,1,0,1,1,0,1
633,3822,5,-9,1,1,0,1,1,1,0
634,2134,4,-15,1,1,0,1,1,1,1
635,4167,3,-14,1,1,0,1,1,0,0
636,404,4,-2,1,1,0,1,1,0,1
637,4441,5,-6,1,1,1,1,1,0,0
638,2327,4,-13,1,1,0,1,1,1,0
639,4981,5,-8,1,1,1,1,1,1,0
640,1738,3,-10,1,1,0,1,1,0,1
641,0,5,-1,1,1,0,1,1,1,1
642,838,5,-7,1,1,0,1,1,0,1
643,2125,5,-2,1,1,1,1,1,1,1
644,778,5,-7,1,1,1,1,1,1,1
645,675,5,-12,1,1,0,1,1,0,1
646,3146,5,-14,1,1,1,1,1,0,0
647,1824,4,-7,1,1,1,1,1,0,1
648,2257,3,0,1,1,0,1,1,1,0
649,2614,3,-8,1,1,1,1,1,1,0
650,575,4,-14,1,1,1,1,1,0,1
651,4552,5,-13,1,1,0,1,1,0,0
652,1421,4,-9,1,1,1,1,1,1,1
653,4905,4,-11,1,1,0,1,1,1,0
654,2427,4,-1,1,1,0,1,1,0,0
655,16,5,-13,1,1,0,1,1,1,1
656,1672,4,-11,1,1,0,1,1,0,1
657,4847,4,-7,1,1,0,1,1,0,0
658,4981,3,-6,1,1,1,1,1,0,0
659,2969,4,-15,1,1,0,1,1,1,0
660,2117,5,-10,1,1,0,1,1,1,1
661,899,3,-7,1,1,0,1,1,1,1
662,2424,4,-14,1,1,1,1,1,1,0
663,3958,4,-3,1,1,0,1,1,0,0
664,4800,5,-1,1,1,0,1,1,1,0
665,250,4,-8,1,1,1,1,1,0,1
666,2934,4,-5,1,1,1,1,1,0,0
667,1340,4,-15,1,1,0,1,1,0,1
668,556,5,-5,1,1,1,1,1,0,1
669,1097,3,-6,1,1,0,1,1,0,1
670,1770,5,-11,1,1,0,1,1,0,1
671,1596,5,-8,1,1,1,1,1,1,1
672,42,3,-3,1,1,0,1,1,0,1
673,902,5,-10,1,1,0,1,1,0,1
674,3872,3,-12,1,1,0,1,1,1,0
675,1207,4,-8,1,1,1,1,1,0,1
676,4087,4,-6,1,1,1,1,1,0,0
677,3831,4,-7,1,1,1,1,1,0,0
678,661,3,-2,1,1,0,1,1,1,1
679,1945,3,-6,1,1,0,1,1,0,1
680,3735,3,-1,1,1,1,1,1,1,0
681,4201,4,0,1,1,0,1,1,1,0
682,4592,3,-1,1,1,1,1,1,0,0
683,2382,5,-8,1,1,0,1,1,0,0
684,199,4,-13,1,1,1,1,1,1,1
685,4969,5,0,1,1,1,1,1,0,0
686,996,3,-1,1,1,1,1,1,0,1
687,392,4,-3,1,1,1,1,1,1,1
688,211,5,-5,1,1,0,1,1,0,1
689,183,4,0,1,1,1,1,1,1,1
690,7,4,-10,1,1,1,1,1,0,1
691,4130,4,-4,1,1,0,1,1,1,0
692,2840,4,-7,1,1,1,1,1,0,0
693,4612,5,-12,1,1,1,1,1,1,0
694,2243,5,-3,1,1,1,1,1,0,0
695,1014,3,-10,1,1,0,1,1,1,1
696,1522,5,-6,1,1,1,1,1,0,1
697,1597,5,-1,1,1,1,1,1,1,1
698,3288,3,-14,1,1,0,1,1,1,0
699,177,3,-13,1,1,0,1,1,0,1
700,4612,5,-1,1,1,1,1,1,0,0
701,3992,4,-3,1,1,0,1,1,0,0
702,3981,4,-15,1,1,0,1,1,0,0
703,474,5,0,1,1,1,1,1,1,1
704,4997,4,-9,1,1,0,1,1,1,0
705,2355,3,-4,1,1,0,1,1,0,0
706,2033,3,-15,1,1,0,1,1,1,1
707,3569,4,-2,1,1,1,1,1,1,0
708,2894,5,-1,1,1,0,1,1,1,0
709,979,3,-8,1,1,1,1,1,1,1
710,2241,4,-5,1,1,1,1,1,1,0
711,101,3,-3,1,1,1,1,1,1,1
712,4256,3,0,1,1,1,1,1,0,0
713,1836,3,-13,1,1,0,1,1,0,1
714,1405,5,-15,1,1,1,1,1,0,1
715,3209,3,-15,1,1,1,1,1,0,0
716,4512,4,-8,1,1,1,1,1,0,0
717,1211,5,-11,1,1,1,1,1,1,1
718,1477,5,-15,1,1,1,1,1,0,1
719,4006,3,-7,1,1,1,1,1,0,0
720,2023,4,-13,1,1,1,1,1,1,1
721,858,4,-9,1,1,1,1,1,1,1
722,1276,4,-7,1,1,0,1,1,1,1
723,4312,5,-1,1,1,0,1,1,0,0
724,1899,3,-4,1,1,1,1,1,1,1
725,1976,5,-1,1,1,0,1,1,1,1
726,2296,3,-2,1,1,1,1,1,1,0
727,1911,4,-12,1,1,0,1,1,1,1
728,580,3,-7,1,1,1,1,1,1,1
729,2788,4,0,1,1,0,1,1,1,0
730,3327,3,-5,1,1,1,1,1,0,0
731,989,3,-9,1,1,0,1,1,1,1
732,3151,5,-4,1,1,0,1,1,0,0
733,707,5,-12,1,1,0,1,1,1,1
734,905,3,-6,1,1,1,1,1,0,1
735,671,4,-9,1,1,1,1,1,0,1
736,1022,3,-12,1,1,1,1,1,0,1
737,2248,3,-8,1,1,1,1,1,0,0
738,2780,3,-9,1,1,1,1,1,1,0
739,3790,4,-8,1,1,0,1,1,1,0
740,415,4,-2,1,1,1,1,1,0,1
741,4015,5,-3,1,1,1,1,1,1,0
742,3011,3,-5,1,1,0,1,1,1,0
743,1013,4,-4,1,1,0,1,1,1,1
744,832,3,-3,1,1,0,1,1,1,1
745,200,3,-2,1,1,0,1,1,0,1
746,1640,5,-10,1,1,0,1,1,0,1
747,1658,3,-1,1,1,0,1,1,1,1
748,181,5,-3,1,1,1,1,1,0,1
749,1382,3,-6,1,1,1,1,1,0,1
750,1811,5,-5,1,1,0,1,1,1,1
751,1602,5,-2,1,1,1,1,1,0,1
752,94,5,-2,1,1,1,1,1,0,1
753,2662,4,-8,1,1,0,1,1,1,0
754,2449,4,-11,1,1,0,1,1,0,0
755,3091,5,-2,1,1,0,1,1,0,0
756,173,5,-2,1,1,0,1,1,0,1
757,2018,3,-1,1,1,1,1,1,0,1
758,1982,5,-2,1,1,0,1,1,0,1
759,1338,3,-7,1,1,1,1,1,1,1
760,2393,3,-2,1,1,0,1,1,0,0
761,884,3,-4,1,1,0,1,1,1,1
762,1401,5,-13,1,1,0,1,1,0,1
763,2383,4,-7,1,1,1,1,1,1,0
764,4281,5,-12,1,1,0,1,1,1,0
765,1827,3,-15,1,1,1,1,1,0,1
766,2382,4,-13,1,1,0,1,1,1,0
767,3523,3,-13,1,1,1,1,1,1,0
768,734,4,-2,1,1,1,1,1,0,1
769,2518,3,-15,1,1,1,1,1,0,0
770,2300,3,-12,1,1,1,1,1,0,0
771,4613,3,0,1,1,1,1,1,1,0
772,2156,4,-12,1,1,1,1,1,1,0
773,2596,3,-6,1,1,1,1,1,0,0
774,1403,5,-12,1,1,1,1,1,0,1
775,2448,5,-13,1,1,0,1,1,0,0
776,403,5,-13,1,1,1,1,1,0,1
777,3447,5,-11,1,1,0,1,1,1,0
778,3473,5,-8,1,1,0,1,1,1,0
779,2288,5,-13,1,1,0,1,1,1,0
780,3454,3,-11,1,1,0,1,1,1,0
781,2954,5,-11,1,1,1,1,1,1,0
782,708,4,-13,1,1,1,1,1,0,1
783,1531,5,-8,1,1,1,1,1,1,1
784,4549,5,-10,1,1,1,1,1,0,0
785,2475,5,-12,1,1,1,1,1,0,0
786,3955,3,-15,1,1,0,1,1,0,0
787,1066,5,-7,1,1,0,1,1,0,1
788,3542,3,-14,1,1,0,1,1,1,0
789,2966,3,-3,1,1,0,1,1,1,0
790,811,3,-1,1,1,1,1,1,1,1
791,2849,5,-3,1,1,0,1,1,1,0
792,4367,5,-5,1,1,0,1,1,1,0
793,2382,5,-11,1,1,1,1,1,0,0
794,53,3,-6,1,1,1,1,1,0,1
795,2651,5,-4,1,1,0,1,1,1,0
796,544,5,-1,1,1,0,1,1,0,1
797,3128,4,-12,1,1,0,1,1,0,0
798,3505,3,-14,1,1,1,1,1,0,0
799,2318,4,-15,1,1,0,1,1,0,0
800,4102,5,-7,1,1,1,1,1,1,0
801,655,4,-5,1,1,1,1,1,0,1
802,3537,4,-6,1,1,1,1,1,0,0
803,402,4,-6,1,1,0,1,1,0,1
804,320,5,-10,1,1,0,1,1,1,1
805,2378,4,0,1,1,0,1,1,1,0
806,704,5,-10,1,1,0,1,1,1,1
807,4592,4,-4,1,1,1,1,1,0,0
808,4057,5,-10,1,1,1,1,1,1,0
809,2063,5,-7,1,1,0,1,1,1,1
810,2335,5,-9,1,1,0,1,1,0,0
811,3622,3,-11,1,1,0,1,1,0,0
812,1636,4,-3,1,1,1,1,1,1,1
813,2629,4,-10,1,1,0,1,1,0,0
814,4829,3,-3,1,1,1,1,1,1,0
815,4676,3,-12,1,1,1,1,1,0,0
816,3683,3,-4,1,1,1,1,1,0,0
817,3941,5,0,1,1,1,1,1,0,0
818,4019,3,-4,1,1,1,1,1,1,0
819,1631,5,-8,1,1,1,1,1,0,1
820,1917,5,-1,1,1,0,1,1,0,1
821,2312,5,-10,1,1,0,1,1,0,0
822,4626,3,0,1,1,1,1,1,1,0
823,2217,3,-12,1,1,1,1,1,1,0
824,3676,4,-1,1,1,0,1,1,0,0
825,334,5,-8,1,1,1,1,1,1,1
826,562,5,-10,1,1,0,1,1,0,1
827,3145,5,-1,1,1,1,1,1,1,0
828,3395,4,-2,1,1,0,1,1,0,0
829,2405,5,-4,1,1,1,1,1,0,0
830,899,4,-12,1,1,0,1,1,0,1
831,2401,4,-10,1,1,1,1,1,0,0
832,3715,4,-9,1,1,0,1,1,0,0
833,2476,4,-10,1,1,1,1,1,0,0
834,1465,5,-11,1,1,0,1,1,0,1
835,1875,3,-9,1,1,1,1,1,1,1
836,3955,4,-1,1,1,0,1,1,0,0
837,2516,3,-1,1,1,1,1,1,0,0
838,843,5,-10,1,1,1,1,1,0,1
839,2955,3,-4,1,1,0,1,1,0,0
840,4162,5,-13,1,1,1,1,1,0,0
841,4167,3,-13,1,1,0,1,1,1,0
842,992,5,-14,1,1,0,1,1,1,1
843,4901,3,-4,1,1,1,1,1,0,0
844,2690,3,-13,1,1,0,1,1,1,0
845,2677,5,-15,1,1,1,1,1,0,0
846,2710,4,-10,1,1,1,1,1,0,0
847,2571,4,-13,1,1,1,1,1,0,0
848,116,3,-7,1,1,0,1,1,1,1
849,2873,3,-3,1,1,0,1,1,0,0
850,1844,4,-10,1,1,1,1,1,1,1
851,1413,5,-11,1,1,1,1,1,0,1
852,2502,5,-8,1,1,0,1,1,1,0
853,2945,4,-11,1,1,0,1,1,0,0
854,323,5,-5,1,1,1,1,1,1,1
855,238,5,-8,1,1,0,1,1,0,1
856,1056,5,-8,1,1,1,1,1,1,1
857,1231,3,-2,1,1,1,1,1,0,1
858,213,4,-12,1,1,0,1,1,1,1
859,1256,3,-11,1,1,0,1,1,1,1
860,3066,5,-13,1,1,1,1,1,0,0
861,2949,5,-15,1,1,1,1,1,1,0
862,4030,5,-5,1,1,0,1,1,1,0
863,1474,4,-14,1,1,1,1,1,1,1
864,153,5,-3,1,1,1,1,1,1,1
865,940,4,-3,1,1,0,1,1,0,1
866,4484,4,-11,1,1,0,1,1,0,0
867,2397,3,-5,1,1,1,1,1,0,0
868,2117,5,-7,1,1,0,1,1,1,1
869,2469,4,-5,1,1,1,1,1,0,0
870,3186,4,-4,1,1,1,1,1,0,0
871,4742,4,-5,1,1,0,1,1,0,0
872,2425,5,-10,1,1,1,1,1,0,0
873,2278,3,-4,1,1,1,1,1,1,0
874,499,5,-10,1,1,0,1,1,1,1
875,4828,3,-2,1,1,0,1,1,1,0
876,131,5,-7,1,1,0,1,1,1,1
877,3272,4,0,1,1,0,1,1,1,0
878,1448,4,-15,1,1,1,1,1,0,1
879,590,5,-10,1,1,1,1,1,0,1
880,1431,4,-9,1,1,1,1,1,1,1
881,4310,4,-13,1,1,0,1,1,1,0
882,4693,4,-13,1,1,0,1,1,1,0
883,2420,3,0,1,1,1,1,1,1,0
884,2611,5,-7,1,1,1,1,1,1,0
885,3446,5,-6,1,1,0,1,1,1,0
886,816,4,-8,1,1,1,1,1,0,1
887,502,4,-4,1,1,0,1,1,0,1
888,87,4,-14,1,1,1,1,1,1,1
889,1418,4,-7,1,1,1,1,1,0,1
890,3017,4,-7,1,1,1,1,1,0,0
891,3936,3,-14,1,1,0,1,1,0,0
892,461,3,-1,1,1,0,1,1,1,1
893,4505,5,-2,1,1,0,1,1,0,0
894,4959,5,-11,1,1,0,1,1,0,0
895,3850,4,-11,1,1,1,1,1,1,0
896,4272,5,-5,1,1,0,1,1,0,0
897,2132,4,-12,1,1,1,1,1,1,1
898,580,5,-11,1,1,1,1,1,1,1
899,1106,3,-13,1,1,0,1,1,0,1
900,2263,4,-11,1,1,0,1,1,0,0
901,1825,3,-1,1,1,1,1,1,0,1
902,79,3,-4,1,1,0,1,1,0,1
903,685,4,-1,1,1,0,1,1,0,1
904,1735,3,-1,1,1,1,1,1,0,1
905,313,3,-15,1,1,1,1,1,1,1
906,390,5,-2,1,1,1,1,1,1,1
907,2329,5,-6,1,1,1,1,1,1,0
908,423,5,-6,1,1,1,1,1,1,1
909,3699,3,-4,1,1,1,1,1,0,0
910,2708,3,-7,1,1,0,1,1,1,0
911,4817,5,-7,1,1,1,1,1,1,0
912,3582,4,-2,1,1,1,1,1,1,0
913,727,3,-5,1,1,0,1,1,0,1
914,83,4,-9,1,1,0,1,1,0,1
915,1616,3,-9,1,1,1,1,1,0,1
916,927,4,-1,1,1,0,1,1,0,1
917,2247,3,-10,1,1,1,1,1,1,0
918,1944,5,-4,1,1,0,1,1,0,1
919,2715,4,-9,1,1,0,1,1,0,0
920,1803,5,-14,1,1,1,1,1,0,1
921,4198,5,-7,1,1,0,1,1,0,0
922,345,3,-8,1,1,0,1,1,0,1
923,1167,4,-10,1,1,1,1,1,0,1
924,2305,3,-11,1,1,1,1,1,0,0
925,1490,4,-3,1,1,0,1,1,1,1
926,2348,5,-8,1,1,0,1,1,1,0
927,1788,4,-9,1,1,0,1,1,0,1
928,1067,4,0,1,1,0,1,1,0,1
929,1673,4,-10,1,1,1,1,1,1,1
930,2783,4,-8,1,1,1,1,1,1,0
931,4642,4,-6,1,1,0,1,1,0,0
932,3153,3,-7,1,1,0,1,1,1,0
933,4434,3,-12,1,1,1,1,1,1,0
934,1076,5,-7,1,1,1,1,1,1,1
935,841,5,0,1,1,1,1,1,0,1
936,3513,4,-15,1,1,0,1,1,0,0
937,2211,4,-7,1,1,0,1,1,1,0
938,2406,3,-6,1,1,1,1,1,0,0
939,2566,3,-7,1,1,1,1,1,1,0
940,4094,5,-4,1,1,0,1,1,1,0
941,3083,3,0,1,1,1,1,1,1,0
942,4542,3,-4,1,1,1,1,1,0,0
943,880,4,-8,1,1,0,1,1,1,1
944,4515,4,-2,1,1,1,1,1,1,0
945,3459,4,-12,1,1,1,1,1,1,0
946,736,5,-13,1,1,0,1,1,1,1
947,4577,5,-12,1,1,1,1,1,0,0
948,3366,4,-8,1,1,0,1,1,1,0
949,3242,3,-13,1,1,1,1,1,1,0
950,812,4,-6,1,1,1,1,1,0,1
951,146,4,-4,1,1,1,1,1,1,1
952,3680,3,-9,1,1,0,1,1,0,0
953,111,5,-15,1,1,1,1,1,1,1
954,3585,5,-7,1,1,0,1,1,1,0
955,1885,4,-12,1,1,1,1,1,1,1
956,3723,4,-3,1,1,0,1,1,0,0
957,2871,4,-3,1,1,0,1,1,1,0
958,2016,3,-10,1,1,0,1,1,0,1
959,2253,5,-9,1,1,1,1,1,1,0
960,2991,3,-14,1,1,1,1,1,1,0
961,4932,4,-3,1,1,0,1,1,0,0
962,2559,3,-4,1,1,0,1,1,0,0
963,4662,4,-5,1,1,0,1,1,1,0
964,373,4,-1,1,1,1,1,1,0,1
965,2969,5,0,1,1,0,1,1,1,0
